1.38246, 0.768824, 1.48581
0.414323, -0.0773639, 0.959196, 0.207843, 0.207843, 0.219608
0.412916, -0.0752139, 0.959346, 0.215686, 0.215686, 0.211765
0.420303, -0.0755735, 0.958776, 0.231373, 0.215686, 0.196078
0.418901, -0.0734314, 0.958926, 0.207843, 0.203922, 0.196078
0.413936, -0.0743916, 0.957131, 0.231373, 0.231373, 0.235294
0.427661, -0.0759076, 0.958225, 0.247059, 0.25098, 0.254902
0.426265, -0.0737733, 0.958374, 0.239216, 0.243137, 0.231373
0.424869, -0.0716391, 0.958523, 0.227451, 0.203922, 0.196078
0.427737, -0.0657762, 0.961017, 0.207843, 0.211765, 0.219608
0.426347, -0.0636514, 0.961166, 0.227451, 0.231373, 0.239216
0.434306, -0.0734625, 0.958234, 0.25098, 0.25098, 0.235294
0.432916, -0.0713378, 0.958382, 0.227451, 0.227451, 0.227451
0.431526, -0.069213, 0.958531, 0.227451, 0.2, 0.184314
0.430136, -0.0670883, 0.958679, 0.203922, 0.223529, 0.223529
0.432296, -0.0618593, 0.96079, 0.219608, 0.215686, 0.231373
0.430911, -0.0597425, 0.960938, 0.231373, 0.215686, 0.196078
0.429526, -0.0576257, 0.961086, 0.192157, 0.172549, 0.129412
0.519894, -0.0348831, 0.993049, 0.419608, 0.415686, 0.411765
0.518605, -0.0329134, 0.993186, 0.419608, 0.423529, 0.411765
0.452767, -0.0737565, 0.961227, 0.411765, 0.396078, 0.372549
0.451392, -0.0716555, 0.961373, 0.352941, 0.329412, 0.290196
0.438841, -0.069517, 0.958017, 0.235294, 0.239216, 0.231373
0.437456, -0.0674002, 0.958165, 0.239216, 0.223529, 0.192157
0.43607, -0.0652834, 0.958313, 0.215686, 0.223529, 0.207843
0.434685, -0.0631665, 0.958461, 0.211765, 0.203922, 0.207843
0.4333, -0.0610497, 0.958609, 0.239216, 0.235294, 0.207843
0.431915, -0.0589329, 0.958757, 0.203922, 0.184314, 0.145098
0.43053, -0.056816, 0.958905, 0.133333, 0.133333, 0.12549
0.429145, -0.0546992, 0.959053, 0.101961, 0.0588235, 0.0352941
0.42776, -0.0525824, 0.959201, 0.027451, 0.0352941, 0.0705882
0.433521, -0.0443423, 0.963284, 0.129412, 0.215686, 0.262745
0.527057, -0.0283252, 0.994596, 0.427451, 0.419608, 0.407843
0.52855, -0.0237963, 0.996322, 0.396078, 0.403922, 0.407843
0.527275, -0.0218472, 0.996458, 0.411765, 0.407843, 0.407843
0.519743, -0.0256598, 0.993021, 0.419608, 0.427451, 0.403922
0.448155, -0.0814084, 0.954947, 0.423529, 0.380392, 0.329412
0.453763, -0.0729529, 0.959062, 0.286275, 0.298039, 0.278431
0.452389, -0.0708519, 0.959209, 0.239216, 0.258824, 0.282353
0.447507, -0.0719044, 0.957373, 0.266667, 0.247059, 0.235294
0.439845, -0.0687074, 0.955836, 0.184314, 0.196078, 0.184314
0.43846, -0.0665906, 0.955984, 0.172549, 0.156863, 0.180392
0.437075, -0.0644738, 0.956132, 0.294118, 0.282353, 0.211765
0.439228, -0.0592509, 0.958258, 0.192157, 0.203922, 0.207843
0.437848, -0.0571419, 0.958406, 0.203922, 0.184314, 0.172549
0.436468, -0.055033, 0.958553, 0.145098, 0.129412, 0.0941176
0.435088, -0.0529241, 0.958701, 0.0745098, 0.054902, 0.0431373
0.437267, -0.0477408, 0.960825, 0.0666667, 0.0823529, 0.145098
0.435892, -0.0456397, 0.960972, 0.243137, 0.337255, 0.396078
0.434517, -0.0435387, 0.961119, 0.435294, 0.478431, 0.482353
0.441006, -0.0347262, 0.965611, 0.521569, 0.509804, 0.517647
0.540779, -0.0471319, 0.991213, 0.278431, 0.666667, 0.658824
0.5395, -0.0451765, 0.99135, 0.662745, 0.65098, 0.627451
0.53822, -0.043221, 0.991487, 0.603922, 0.592157, 0.576471
0.527097, -0.0347257, 0.990311, 0.415686, 0.427451, 0.431373
0.525813, -0.0327624, 0.990448, 0.427451, 0.419608, 0.415686
0.53075, -0.025, 0.994177, 0.415686, 0.415686, 0.411765
