1.50035, 0.695899, 1.1952
0.417702, 0.0730645, 1.29093
0.409083, 0.0928975, 1.25089
0.378344, 0.101081, 1.25147
0.417026, -0.127352, 1.10056
0.419975, -0.0947265, 1.10151
0.419896, -0.0651122, 1.10217
0.422704, -0.0342275, 1.10307
0.405814, -0.0169861, 1.10228
0.412773, 0.0426305, 1.10412
0.415892, 0.0710514, 1.10498
0.449099, -0.134985, 1.07919
0.448582, -0.104857, 1.08011
0.443348, -0.0788895, 1.0805
0.442526, -0.0502263, 1.08135
0.441984, -0.0220129, 1.0822
0.43306, 0.000102852, 1.08215
0.436485, 0.029772, 1.08339
0.427862, 0.0514058, 1.08335
0.630863, 0.194823, 1.10521
0.595761, 0.196392, 1.10227
0.555516, 0.196438, 1.09885
0.927112, -0.151316, 1.10266
0.91927, -0.134867, 1.10256
0.923818, -0.101403, 1.1044
0.926807, -0.0712627, 1.10595
0.928147, -0.0443007, 1.1072
0.928428, -0.0195221, 1.10825
0.931039, 0.00734267, 1.10963
0.932571, 0.0320562, 1.11081
0.932253, 0.0539125, 1.11168
0.931436, 0.0746289, 1.11246
0.932279, 0.0965648, 1.11345
0.464716, -0.12436, 1.05745
0.463392, -0.0950674, 1.05853
0.810284, 0.189239, 1.10507
0.786827, 0.191904, 1.10283
0.761308, 0.193992, 1.10036
0.723342, 0.188862, 1.09634
0.688176, 0.187005, 1.09274
0.648886, 0.183996, 1.08868
0.608915, 0.182078, 1.08459
0.565561, 0.179762, 1.08015
0.523286, 0.179596, 1.07591
0.913787, -0.147399, 1.08443
0.909025, -0.12627, 1.08496
0.910944, -0.0965696, 1.0867
0.914532, -0.0656887, 1.08869
0.919176, -0.0345708, 1.09081
0.920799, -0.00825226, 1.09234
0.923417, 0.0183996, 1.094
0.924947, 0.0429389, 1.09543
0.928901, 0.0693778, 1.09723
0.928126, 0.0899009, 1.09819
0.926816, 0.109352, 1.09903
0.523724, -0.268363, 1.0332
0.861559, 0.188879, 1.09555
0.834866, 0.187318, 1.09238
0.808536, 0.187102, 1.08933
0.77175, 0.180508, 1.08475
0.73935, 0.178453, 1.0809
0.702971, 0.175064, 1.07652
0.659032, 0.168366, 1.07111
0.622164, 0.167688, 1.06681
0.579367, 0.164946, 1.06173
0.534038, 0.162405, 1.05636
0.895231, -0.150042, 1.06456
0.898695, -0.117286, 1.067
0.901244, -0.0868937, 1.06918
0.906158, -0.0545472, 1.07179
0.906745, -0.028672, 1.07343
0.911054, 0.000813484, 1.07579
0.911554, 0.0249128, 1.07732
0.915856, 0.0524938, 1.07955
0.916209, 0.0749135, 1.08096
0.918988, 0.0991909, 1.0828
0.578112, -0.18575, 1.02083
0.558936, -0.172253, 1.01914
0.535736, -0.161885, 1.01673
0.86784, 0.173506, 1.0806
0.844626, 0.17432, 1.07761
0.813753, 0.170171, 1.07331
0.779862, 0.165112, 1.06857
0.749494, 0.163985, 1.06452
0.716088, 0.16198, 1.06002
0.677008, 0.157577, 1.05463
0.635509, 0.153221, 1.04893
0.588054, 0.146917, 1.04232
0.542375, 0.143515, 1.03613
0.806523, -0.279417, 1.02459
0.884191, -0.141318, 1.04573
0.886977, -0.10963, 1.04837
0.890805, -0.0777107, 1.05118
0.894363, -0.0472591, 1.05385
0.894888, -0.0214618, 1.05575
0.898464, 0.00705646, 1.05828
0.902401, 0.0349964, 1.06083
0.905273, 0.0608368, 1.06307
0.905576, 0.0831852, 1.06469
0.611295, -0.156793, 1.00458
0.576714, -0.158452, 0.999382
0.550685, -0.150983, 0.996088
0.859211, 0.165108, 1.06366
0.828802, 0.160569, 1.05888
0.801043, 0.159393, 1.05472
0.767925, 0.155389, 1.04958
0.735029, 0.152932, 1.04458
0.685726, 0.14062, 1.03647
0.654006, 0.141988, 1.03191
0.609823, 0.136692, 1.02505
0.553618, 0.125927, 1.01604
0.523416, 0.132473, 1.01207
0.855538, -0.279872, 1.01176
0.850433, -0.254677, 1.01296
0.846134, -0.228886, 1.01433
0.83949, -0.206896, 1.01502
0.87306, -0.13217, 1.02649
0.873844, -0.103185, 1.02895
0.87695, -0.0722488, 1.03195
0.881113, -0.0411181, 1.03513
0.886364, -0.00984054, 1.0385
0.888552, 0.0168955, 1.04101
0.889647, 0.0416028, 1.04317
0.894606, 0.0695665, 1.04623
0.897766, 0.0947442, 1.04877
0.608699, -0.162101, 0.981065
0.580138, -0.157909, 0.976754
0.567789, -0.138116, 0.976337
0.864528, 0.148017, 1.04765
0.839125, 0.147149, 1.04344
0.809345, 0.143844, 1.03833
0.778228, 0.140793, 1.03302
0.741706, 0.135063, 1.02662
0.703686, 0.129845, 1.02001
0.660001, 0.122364, 1.0123
0.621355, 0.120039, 1.00582
0.579485, 0.11721, 0.998783
0.544589, 0.120216, 0.993345
0.862697, -0.150262, 1.00452
0.861836, -0.122596, 1.00687
0.86456, -0.0912885, 1.01019
0.869678, -0.0581848, 1.0141
0.87047, -0.0312912, 1.01668
0.871563, -0.00487945, 1.01926
0.877162, 0.0255744, 1.02302
0.882472, 0.0546156, 1.0266
0.884577, 0.0794047, 1.02922
0.88552, 0.1023, 1.03147
0.584361, -0.156644, 0.954144
0.85262, 0.136257, 1.02865
0.821726, 0.131323, 1.02268
0.78947, 0.126696, 1.01649
0.754238, 0.121204, 1.00969
0.714339, 0.113805, 1.00188
0.685848, 0.116287, 0.99701
0.653609, 0.117264, 0.991331
0.619168, 0.118017, 0.985238
0.585827, 0.12076, 0.979522
0.541728, 0.118215, 0.971402
0.864692, -0.152095, 0.985629
0.862399, -0.12604, 0.987806
0.861656, -0.0987415, 0.990412
0.862525, -0.0702945, 0.993447
0.86574, -0.0400131, 0.997126
0.866594, -0.0134094, 0.999974
0.865665, 0.0104601, 1.0022
0.868501, 0.0376174, 1.00549
0.870963, 0.0635099, 1.00858
0.873746, 0.0888884, 1.01168
0.869497, 0.106888, 1.01266
0.860897, 0.120672, 1.01237
0.831904, 0.116788, 1.00632
0.801604, 0.113134, 1.00003
0.773069, 0.112245, 0.994371
0.747174, 0.114585, 0.98955
0.717676, 0.115239, 0.983856
0.684456, 0.1144, 0.977284
0.657178, 0.118957, 0.972416
0.619573, 0.117686, 0.964945
0.58632, 0.12063, 0.958748
0.548297, 0.121893, 0.95145
0.864869, -0.15642, 0.965848
0.860498, -0.132744, 0.967552
0.861501, -0.102863, 0.971085
0.864823, -0.0711406, 0.975314
0.863861, -0.0455186, 0.977957
0.866556, -0.0164965, 0.981753
0.866166, 0.0082098, 0.984415
0.868833, 0.0354241, 0.988005
0.868294, 0.0585154, 0.990456
0.868715, 0.0819204, 0.993146
0.867938, 0.103541, 0.995384
0.851114, 0.110131, 0.992551
0.827324, 0.111214, 0.987631
0.801614, 0.11167, 0.982234
0.777002, 0.114071, 0.977286
0.746532, 0.112894, 0.9707
0.719469, 0.115519, 0.965257
0.687967, 0.115997, 0.958635
0.655114, 0.116788, 0.951762
0.617601, 0.115785, 0.943703
0.583576, 0.118455, 0.93679
0.54479, 0.119492, 0.928687
0.858737, -0.139369, 0.946873
