1.37689, 0.775602, 1.4848
0.560893, -0.100736, 0.999486, 0.333333, 0.329412, 0.329412
0.566396, -0.0984038, 0.999292, 0.317647, 0.313725, 0.317647
0.565106, -0.0964546, 0.999426, 0.32549, 0.32549, 0.329412
0.563817, -0.0945055, 0.999559, 0.333333, 0.329412, 0.32549
0.562528, -0.0925564, 0.999693, 0.32549, 0.329412, 0.333333
0.561238, -0.0906072, 0.999826, 0.352941, 0.360784, 0.356863
0.567321, -0.0976535, 0.997277, 0.317647, 0.313725, 0.313725
0.566032, -0.0957044, 0.997411, 0.309804, 0.313725, 0.321569
0.564742, -0.0937553, 0.997544, 0.329412, 0.32549, 0.321569
0.563453, -0.0918061, 0.997678, 0.321569, 0.329412, 0.337255
0.562164, -0.089857, 0.997811, 0.345098, 0.356863, 0.352941
0.563515, -0.0851134, 0.99952, 0.396078, 0.411765, 0.45098
0.56223, -0.0831705, 0.999654, 0.466667, 0.435294, 0.407843
0.560944, -0.0812277, 0.999787, 0.403922, 0.392157, 0.396078
0.564975, -0.100433, 0.993282, 0.278431, 0.298039, 0.309804
0.563681, -0.0984759, 0.993416, 0.309804, 0.309804, 0.317647
0.562386, -0.0965188, 0.99355, 0.32549, 0.32549, 0.321569
0.564378, -0.0910559, 0.995663, 0.321569, 0.337255, 0.34902
0.563089, -0.0891068, 0.995796, 0.341176, 0.368627, 0.364706
0.5618, -0.0871577, 0.99593, 0.392157, 0.384314, 0.411765
0.563152, -0.0824227, 0.997645, 0.431373, 0.4, 0.4
0.561867, -0.0804799, 0.997778, 0.407843, 0.392157, 0.392157
0.567199, -0.101637, 0.991125, 0.282353, 0.290196, 0.270588
0.565905, -0.0996796, 0.991259, 0.282353, 0.286275, 0.301961
0.56461, -0.0977226, 0.991393, 0.301961, 0.301961, 0.309804
0.563315, -0.0957656, 0.991527, 0.305882, 0.309804, 0.313725
0.565304, -0.0903057, 0.993648, 0.341176, 0.333333, 0.356863
0.564014, -0.0883566, 0.993781, 0.360784, 0.352941, 0.380392
0.562725, -0.0864075, 0.993915, 0.34902, 0.337255, 0.364706
0.564074, -0.081675, 0.995637, 0.411765, 0.407843, 0.392157
0.562789, -0.0797321, 0.99577, 0.4, 0.380392, 0.376471
0.568128, -0.100883, 0.989102, 0.282353, 0.301961, 0.286275
